ID_Folder;Nome_Sito;Indirizzo;Sistema;Sottocategoria;Attivita;Frequenza;Quantita;Stato_Documentale;Note;Data_Ultimo_Intervento
2;Via Don Orione 2;Via Don Orione 2;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;2.967;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;5.958;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;4.088;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;523;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;4.650;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
7;Viale Jenner 44;Viale Jenner 44;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;295;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
8;Via Livigno 3;Via Livigno 3;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;446;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
12;POT Bollate;Via (Bollate);61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;1.831;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Legnano;TBD;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;4.855;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
15;Via Clericetti 22;Via Clericetti 22;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;564;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
16;Via Don Bosco 14;Via Don Bosco 14;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;311;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;1.154;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
18;Via Palombino 4;Via Monte Palombino 4;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;109;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
19;Via Quarenghi 21;Via Quarenghi 21;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;641;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
20;Via Aldini 72;Via Aldini 72;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;5.508;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
21;Via Perini 22;Via Perini 22;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;184;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
22;Via Cilea 146A;Via Francesco Cilea 146A;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;405;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
23;Via Sanzio 9;Via Raffaello Sanzio 9;61.1;E1.03 - E1.06 - E3.04;compartimentazioni, serrande tagliafuoco;m2 superficie lorda servita;303;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;4.055;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;2.882;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;5.580;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;4.068;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;520;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;4.650;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
7;Viale Jenner 44;Viale Jenner 44;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;295;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
8;Via Livigno 3;Via Livigno 3;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;446;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
9;Via Calvairate 1;Via Calvairate 1;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;106;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
10;Via Polesine 6;Via Polesine 6;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;82;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
12;POT Bollate;Via (Bollate);64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;1.831;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Legnano;TBD;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;4.855;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
15;Via Clericetti 22;Via Clericetti 22;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;564;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
16;Via Don Bosco 14;Via Don Bosco 14;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;311;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;1.154;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
18;Via Palombino 4;Via Monte Palombino 4;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;109;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
19;Via Quarenghi 21;Via Quarenghi 21;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;641;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
20;Via Aldini 72;Via Aldini 72;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;5.508;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
21;Via Perini 22;Via Perini 22;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;184;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
22;Via Cilea 146A;Via Francesco Cilea 146A;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;405;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
23;Via Sanzio 9;Via Raffaello Sanzio 9;64.1;E2.01 - E2.04 - E2.05;impianti rivelazione e segnalazione incendi;m2 superficie lorda servita;303;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;1.374;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;1.133;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;1.399;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;1.470;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;158;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;4.650;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
7;Viale Jenner 44;Viale Jenner 44;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;295;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
8;Via Livigno 3;Via Livigno 3;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;446;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
9;Via Calvairate 1;Via Calvairate 1;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;106;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
10;Via Polesine 6;Via Polesine 6;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;82;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
12;POT Bollate;Via (Bollate);62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;1.831;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Legnano;TBD;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;4.855;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
15;Via Clericetti 22;Via Clericetti 22;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;564;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
16;Via Don Bosco 14;Via Don Bosco 14;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;311;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;1.154;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
18;Via Palombino 4;Via Monte Palombino 4;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;109;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
19;Via Quarenghi 21;Via Quarenghi 21;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;641;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
20;Via Aldini 72;Via Aldini 72;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;5.508;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
21;Via Perini 22;Via Perini 22;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;184;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
22;Via Cilea 146A;Via Francesco Cilea 146A;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;405;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
23;Via Sanzio 9;Via Raffaello Sanzio 9;62.1;E1.04 - E1.05 - E2.02;illuminazione di emergenza, segnaletica antincendio e vie di esodo;m2 superficie lorda;303;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;60.1;E1.02;Estintori;n.ro estintori;54;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;60.1;E1.02;Estintori;n.ro estintori;35;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;60.1;E1.02;Estintori;n.ro estintori;65;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
4;Via Rugabella 4/6;TBD;60.1;E1.02;Estintori;n.ro estintori;58;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;60.1;E1.02;Estintori;n.ro estintori;7;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;60.1;E1.02;Estintori;n.ro estintori;40;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
7;Viale Jenner 44;Viale Jenner 44;60.1;E1.02;Estintori;n.ro estintori;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
8;Via Livigno 3;Via Livigno 3;60.1;E1.02;Estintori;n.ro estintori;11;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
9;Via Calvairate 1;Via Calvairate 1;60.1;E1.02;Estintori;n.ro estintori;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
10;Via Polesine 6;Via Polesine 6;60.1;E1.02;Estintori;n.ro estintori;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
11b;Via Adriano 99;Via Adriano 99;60.1;E1.02;Estintori;n.ro estintori;6;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
12;POT Bollate;Via (Bollate);60.1;E1.02;Estintori;n.ro estintori;6;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Legnano;TBD;60.1;E1.02;Estintori;n.ro estintori;21;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
15;Via Clericetti 22;Via Clericetti 22;60.1;E1.02;Estintori;n.ro estintori;7;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
16;Via Don Bosco 14;Via Don Bosco 14;60.1;E1.02;Estintori;n.ro estintori;4;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;60.1;E1.02;Estintori;n.ro estintori;9;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
18;Via Palombino 4;Via Monte Palombino 4;60.1;E1.02;Estintori;n.ro estintori;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
19;Via Quarenghi 21;Via Quarenghi 21;60.1;E1.02;Estintori;n.ro estintori;7;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
21;Via Perini 22;Via Perini 22;60.1;E1.02;Estintori;n.ro estintori;4;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
22;Via Cilea 146A;Via Francesco Cilea 146A;60.1;E1.02;Estintori;n.ro estintori;6;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
23;Via Sanzio 9;Via Raffaello Sanzio 9;60.1;E1.02;Estintori;n.ro estintori;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;60.1;E1.02;Estintori;n.ro estintori;12;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;66.1;E3.01 - E3.08;Centrale di pressurizzazione;n.ro centrali;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;66.1;E3.01 - E3.08;Centrale di pressurizzazione;n.ro centrali;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;67.1;E3.02 - E3.08;Rete idrica e terminali;n.ro idranti o naspi;21;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;67.1;E3.02 - E3.08;Rete idrica e terminali;n.ro idranti o naspi;22;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;67.1;E3.02 - E3.08;Rete idrica e terminali;n.ro idranti o naspi;18;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;67.1;E3.02 - E3.08;Rete idrica e terminali;n.ro idranti o naspi;26;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;67.1;E3.02 - E3.08;Rete idrica e terminali;n.ro idranti o naspi;21;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
8;Via Livigno 3;Via Livigno 3;67.1;E3.02 - E3.08;Rete idrica e terminali;n.ro idranti o naspi;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
12;POT Bollate;Via (Bollate);67.1;E3.02 - E3.08;Rete idrica e terminali;n.ro idranti o naspi;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;67.1;E3.02 - E3.08;Rete idrica e terminali;n.ro idranti o naspi;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
23;Via Sanzio 9;Via Raffaello Sanzio 9;67.1;E3.02 - E3.08;Rete idrica e terminali;n.ro idranti o naspi;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
17;Via Fantoli 7;Via Fantoli 7;67.1;E3.02 - E3.08;Rete idrica e terminali;n.ro idranti o naspi;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;72.1;F1.01;Elevatori 1-5 piani (fino a 6 fermate);n.ro elevatori;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;72.1;F1.01;Elevatori 1-5 piani (fino a 6 fermate);n.ro elevatori;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;72.1;F1.01;Elevatori 1-5 piani (fino a 6 fermate);n.ro elevatori;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;72.1;F1.01;Elevatori 1-5 piani (fino a 6 fermate);n.ro elevatori;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;72.2;F1.01;Elevatori 6-10 piani (fino a 11 fermate);n.ro elevatori;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;72.2;F1.01;Elevatori 6-10 piani (fino a 11 fermate);n.ro elevatori;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;72.2;F1.01;Elevatori 6-10 piani (fino a 11 fermate);n.ro elevatori;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;72.2;F1.01;Elevatori 6-10 piani (fino a 11 fermate);n.ro elevatori;3;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;73.1;F1.02;Servoscala;n.ro servoscala;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;76.1;G1;Pompe di sollevamento acque nere e chiare;n.ro impianti sollevamento acque chiare e nere;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;76.1;G1;Pompe di sollevamento acque nere e chiare;n.ro impianti sollevamento acque chiare e nere;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;76.1;G1;Pompe di sollevamento acque nere e chiare;n.ro impianti sollevamento acque chiare e nere;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;76.1;G1;Pompe di sollevamento acque nere e chiare;n.ro impianti sollevamento acque chiare e nere;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;76.1;G1;Pompe di sollevamento acque nere e chiare;n.ro impianti sollevamento acque chiare e nere;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
8;Via Livigno 3;Via Livigno 3;76.1;G1;Pompe di sollevamento acque nere e chiare;n.ro impianti sollevamento acque chiare e nere;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
1;Via Doria 52;Via Andrea Doria 52;80.1;G2.01.01;Cancelli e sbarre motorizzati;n.ro cancelli e sbarre motorizzate;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
2;Via Don Orione 2;Via Don Orione 2;80.1;G2.01.01;Cancelli e sbarre motorizzati;n.ro cancelli e sbarre motorizzate;2;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
3;Via Farini 9;Via Carlo Farini 9;80.1;G2.01.01;Cancelli e sbarre motorizzati;n.ro cancelli e sbarre motorizzate;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
TBD;Via Rugabella 4/6;TBD;80.1;G2.01.01;Cancelli e sbarre motorizzati;n.ro cancelli e sbarre motorizzate;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;80.1;G2.01.01;Cancelli e sbarre motorizzati;n.ro cancelli e sbarre motorizzate;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
5;Via Sassi 4;Via Sassi 4;80.1;G2.01.01;Cancelli e sbarre motorizzati;n.ro cancelli e sbarre motorizzate;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
7;Viale Jenner 44;Viale Jenner 44;80.1;G2.01.01;Cancelli e sbarre motorizzati;n.ro cancelli e sbarre motorizzate;1;REALE;Sorgente: Matrice Consistenze 2026;DOCUMENTO MANCANTE
