"CODICE";"CATEGORIA";"SOTTOCATEGORIA";"OPERAZIONE";"FREQ_G";"FREQ_St";"FREQ_Q";"FREQ_M";"FREQ_T";"FREQ_S";"FREQ_A";"FREQ_B";"FREQ_N";"FREQ_DESCRIZIONE";"PRIORITA";"FLAG_SANITARIO";"NORMATIVA";"RESPONSABILE";"NOTE";"FONTE";"DATA_ULTIMO_INTERVENTO_ANTINCENDIO"
"02";"ELEVATORI";"Via Don Orione 2";"1 x Servoscala";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"DPR 162/99";"";"CodC: 72.1 | CodD: F1.01 | REALE";"REALE";""
"02";"MECCANICI";"Via Don Orione 2";"4 x Caldaie (36-350 kW)";"";"";"";"X";"";"";"";"";"";"Mensile/Trimestrale";"";"";"DPR 74/13";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"02";"MECCANICI";"Via Don Orione 2";"2 x Gruppi Frigo / Chiller";"";"";"";"X";"";"";"";"";"";"Mensile / Trimestrale";"";"";"Reg. (UE) 517";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"02";"MECCANICI";"Via Don Orione 2";"2 x UTA (Trattamento Aria)";"";"";"";"";"X";"";"";"";"";"Trimestrale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"02";"MECCANICI";"Via Don Orione 2";"1 x Addolcitori";"";"X";"";"";"";"";"";"";"";"Settimanale/Mensile";"";"";"DM 25/12";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"02";"MECCANICI";"Via Don Orione 2";"1 x Produttori Biossido Cloro";"";"X";"";"";"";"";"";"";"";"Settimanale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"02";"MECCANICI";"Via Don Orione 2";"1 x Pompe Sollevamento";"";"";"";"X";"";"";"";"";"";"Mensile";"";"";"D.Lgs 81/08";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"02";"MECCANICI";"Via Don Orione 2";"2967 m2 x Distribuzione impianti idronici e sottocentrali";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Norme Tecniche";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"02";"MECCANICI";"Via Don Orione 2";" ripresa x Canali di distribuzione";"";"";"";"";"";"";"";"";"";" serrande";"";"";"Annuale";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"02";"MECCANICI";"Via Don Orione 2";"2967 m2 x Distribuzione idrico sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"D.Lgs 31/01";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"02";"MECCANICI";"Via Don Orione 2";"3 x Prove della legionella della rete idrico-sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"02";"EDILE";"Via Don Orione 2";"1 x Porte automatiche e portoni sezionali";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"D.Lgs 81/08";"";"CodC: 81.1 | CodD: G1.01 | REALE";"REALE";""
"03";"ANTINCENDIO";"Via Farini 9";"65 x Estintori";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 9994-1";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"03";"ANTINCENDIO";"Via Farini 9";"59 x Porte Tagliafuoco / REI";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"DM 10/03/98";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"03";"ANTINCENDIO";"Via Farini 9";"18 x Idranti / Naspi";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 10779";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"03";"ANTINCENDIO";"Via Farini 9";"5580 m2 x Rilevazione Fumi";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 11224";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"03";"ANTINCENDIO";"Via Farini 9";"1399 m2 x Illum. Emergenza";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI EN 1838";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"03";"ELETTRICI";"Via Farini 9";"5958 m2 x Quadri e Distribuzione";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"CEI 64-8";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"03";"ELETTRICI";"Via Farini 9";"32 x Locali Uso Medico (G1/G2)";"";"";"";"";"";"X";"";"";"";"Annuale/Semestrale";"";"";"CEI 64-8/7-710";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"03";"ELETTRICI";"Via Farini 9";"5958 m2 x Impianto Terra / Scariche";"";"";"";"";"";"";"";"X";"";"Biennale";"";"";"DPR 462/01";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"03";"ELEVATORI";"Via Farini 9";"3 x Elevatori (1-5 piani)";"";"";"";"X";"";"";"";"";"";"Mensile / Semestrale";"";"";"DPR 162/99";"";"CodC: 72.1 | CodD: F1.01 | REALE";"REALE";""
"03";"ELEVATORI";"Via Farini 9";"1 x Elevatori (6-10 piani)";"";"";"";"X";"";"";"";"";"";"Mensile / Semestrale";"";"";"DPR 162/99";"";"CodC: 72.1 | CodD: F1.01 | REALE";"REALE";""
"03";"MECCANICI";"Via Farini 9";"2 x Caldaie (>350 kW)";"";"X";"";"";"";"";"";"";"";"Settimanale";"";"";"DPR 74/13";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"03";"MECCANICI";"Via Farini 9";"1 x Gruppi Frigo / Chiller";"";"";"";"X";"";"";"";"";"";"Mensile / Trimestrale";"";"";"Reg. (UE) 517";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"03";"MECCANICI";"Via Farini 9";"1 x UTA (Trattamento Aria)";"";"";"";"";"X";"";"";"";"";"Trimestrale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"03";"MECCANICI";"Via Farini 9";"1 x Addolcitori";"";"X";"";"";"";"";"";"";"";"Settimanale/Mensile";"";"";"DM 25/12";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"03";"MECCANICI";"Via Farini 9";"1 x Produttori Biossido Cloro";"";"X";"";"";"";"";"";"";"";"Settimanale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"03";"MECCANICI";"Via Farini 9";"5958 m2 x Distribuzione impianti idronici e sottocentrali";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Norme Tecniche";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"03";"MECCANICI";"Via Farini 9";"11 x Condizionatori tipo split/VRV/carrellabili";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"03";"MECCANICI";"Via Farini 9";" ripresa x Canali di distribuzione";"";"";"";"";"";"";"";"";"";" serrande";"";"";"Annuale";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"03";"MECCANICI";"Via Farini 9";"5958 m2 x Distribuzione idrico sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"D.Lgs 31/01";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"03";"MECCANICI";"Via Farini 9";"1 x Centrali idriche (Vasche)";"";"";"";"X";"";"";"";"";"";"Mensile";"";"";"D.Lgs 31/01";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"03";"MECCANICI";"Via Farini 9";"3 x Prove della legionella della rete idrico-sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"03";"EDILE";"Via Farini 9";"1 x Cancelli e sbarre motorizzati";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"D.Lgs 81/08";"";"CodC: 81.1 | CodD: G1.01 | REALE";"REALE";""
"04";"ANTINCENDIO";"Via Rugabella 4/6";"58 x Estintori";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 9994-1";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"04";"ANTINCENDIO";"Via Rugabella 4/6";"43 x Porte Tagliafuoco / REI";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"DM 10/03/98";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"04";"ANTINCENDIO";"Via Rugabella 4/6";"26 x Idranti / Naspi";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 10779";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"04";"ANTINCENDIO";"Via Rugabella 4/6";"4068 m2 x Rilevazione Fumi";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 11224";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"04";"ANTINCENDIO";"Via Rugabella 4/6";"1470 m2 x Illum. Emergenza";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI EN 1838";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"04";"ANTINCENDIO";"Via Rugabella 4/6";"1 x Centrale Pressurizzazione";"";"X";"";"";"";"";"";"";"";"Settimanale / Mensile";"";"";"UNI EN 12845";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"04";"ELETTRICI";"Via Rugabella 4/6";"4088 m2 x Quadri e Distribuzione";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"CEI 64-8";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"04";"ELETTRICI";"Via Rugabella 4/6";"22 x Locali Uso Medico (G1/G2)";"";"";"";"";"";"X";"";"";"";"Annuale/Semestrale";"";"";"CEI 64-8/7-710";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"04";"ELETTRICI";"Via Rugabella 4/6";"4088 m2 x Impianto Terra / Scariche";"";"";"";"";"";"";"";"X";"";"Biennale";"";"";"DPR 462/01";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"04";"ELETTRICI";"Via Rugabella 4/6";"1 x Rifasatori";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"Norme CEI";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"04";"ELEVATORI";"Via Rugabella 4/6";"2 x Elevatori (6-10 piani)";"";"";"";"X";"";"";"";"";"";"Mensile / Semestrale";"";"";"DPR 162/99";"";"CodC: 72.1 | CodD: F1.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";"4 x Caldaie (36-350 kW)";"";"";"";"X";"";"";"";"";"";"Mensile/Trimestrale";"";"";"DPR 74/13";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";"1 x Gruppi Frigo / Chiller";"";"";"";"X";"";"";"";"";"";"Mensile / Trimestrale";"";"";"Reg. (UE) 517";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";"3 x UTA (Trattamento Aria)";"";"";"";"";"X";"";"";"";"";"Trimestrale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";"2 x Addolcitori";"";"X";"";"";"";"";"";"";"";"Settimanale/Mensile";"";"";"DM 25/12";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";"1 x Produttori Biossido Cloro";"";"X";"";"";"";"";"";"";"";"Settimanale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";"2 x Pompe Sollevamento";"";"";"";"X";"";"";"";"";"";"Mensile";"";"";"D.Lgs 81/08";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";"4088 m2 x Distribuzione impianti idronici e sottocentrali";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Norme Tecniche";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";"10 x Ventilconvettori";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";"5 x Condizionatori tipo split/VRV/carrellabili";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";" ripresa x Canali di distribuzione";"";"";"";"";"";"";"";"";"";" serrande";"";"";"Annuale";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";"4088 m2 x Distribuzione idrico sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"D.Lgs 31/01";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";"1 x Centrali idriche (Vasche)";"";"";"";"X";"";"";"";"";"";"Mensile";"";"";"D.Lgs 31/01";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"MECCANICI";"Via Rugabella 4/6";"3 x Prove della legionella della rete idrico-sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"04";"EDILE";"Via Rugabella 4/6";"1 x Cancelli e sbarre motorizzati";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"D.Lgs 81/08";"";"CodC: 81.1 | CodD: G1.01 | REALE";"REALE";""
"05";"ANTINCENDIO";"Via A. Sassi 4";"7 x Estintori";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 9994-1";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"05";"ANTINCENDIO";"Via A. Sassi 4";"2 x Porte Tagliafuoco / REI";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"DM 10/03/98";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"05";"ANTINCENDIO";"Via A. Sassi 4";"520 m2 x Rilevazione Fumi";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 11224";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"05";"ANTINCENDIO";"Via A. Sassi 4";"158 m2 x Illum. Emergenza";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI EN 1838";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"05";"ELETTRICI";"Via A. Sassi 4";"523 m2 x Quadri e Distribuzione";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"CEI 64-8";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"05";"ELETTRICI";"Via A. Sassi 4";"8 x Locali Uso Medico (G1/G2)";"";"";"";"";"";"X";"";"";"";"Annuale/Semestrale";"";"";"CEI 64-8/7-710";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"05";"ELETTRICI";"Via A. Sassi 4";"523 m2 x Impianto Terra / Scariche";"";"";"";"";"";"";"";"X";"";"Biennale";"";"";"DPR 462/01";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"05";"ELEVATORI";"Via A. Sassi 4";"2 x Elevatori (1-5 piani)";"";"";"";"X";"";"";"";"";"";"Mensile / Semestrale";"";"";"DPR 162/99";"";"CodC: 72.1 | CodD: F1.01 | REALE";"REALE";""
"05";"MECCANICI";"Via A. Sassi 4";"1 x Caldaie (36-350 kW)";"";"";"";"X";"";"";"";"";"";"Mensile/Trimestrale";"";"";"DPR 74/13";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"05";"MECCANICI";"Via A. Sassi 4";"1 x Produttori Biossido Cloro";"";"X";"";"";"";"";"";"";"";"Settimanale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"05";"MECCANICI";"Via A. Sassi 4";"1 x Pompe Sollevamento";"";"";"";"X";"";"";"";"";"";"Mensile";"";"";"D.Lgs 81/08";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"05";"MECCANICI";"Via A. Sassi 4";"523 m2 x Distribuzione impianti idronici e sottocentrali";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Norme Tecniche";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"05";"MECCANICI";"Via A. Sassi 4";"6 x Condizionatori tipo split/VRV/carrellabili";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"05";"MECCANICI";"Via A. Sassi 4";" ripresa x Canali di distribuzione";"";"";"";"";"";"";"";"";"";" serrande";"";"";"Annuale";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"05";"MECCANICI";"Via A. Sassi 4";"523 m2 x Distribuzione idrico sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"D.Lgs 31/01";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"05";"MECCANICI";"Via A. Sassi 4";"3 x Prove della legionella della rete idrico-sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"05";"EDILE";"Via A. Sassi 4";"1 x Cancelli e sbarre motorizzati";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"D.Lgs 81/08";"";"CodC: 81.1 | CodD: G1.01 | REALE";"REALE";""
"06";"ANTINCENDIO";"^Via Sassi 4 P.ssa Jolanda";"40 x Estintori";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 9994-1";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"06";"ANTINCENDIO";"^Via Sassi 4 P.ssa Jolanda";"4650 m2 x Rilevazione Fumi";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 11224";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"06";"ANTINCENDIO";"^Via Sassi 4 P.ssa Jolanda";"4650 m2 x Illum. Emergenza";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI EN 1838";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"06";"ELETTRICI";"^Via Sassi 4 P.ssa Jolanda";"4650 m2 x Quadri e Distribuzione";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"CEI 64-8";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"06";"ELETTRICI";"^Via Sassi 4 P.ssa Jolanda";"34 x Locali Uso Medico (G1/G2)";"";"";"";"";"";"X";"";"";"";"Annuale/Semestrale";"";"";"CEI 64-8/7-710";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"06";"ELETTRICI";"^Via Sassi 4 P.ssa Jolanda";"4650 m2 x Impianto Terra / Scariche";"";"";"";"";"";"";"";"X";"";"Biennale";"";"";"DPR 462/01";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"06";"ELEVATORI";"^Via Sassi 4 P.ssa Jolanda";"3 x Elevatori (1-5 piani)";"";"";"";"X";"";"";"";"";"";"Mensile / Semestrale";"";"";"DPR 162/99";"";"CodC: 72.1 | CodD: F1.01 | REALE";"REALE";""
"06";"MECCANICI";"^Via Sassi 4 P.ssa Jolanda";"2 x Pompe Sollevamento";"";"";"";"X";"";"";"";"";"";"Mensile";"";"";"D.Lgs 81/08";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"06";"MECCANICI";"^Via Sassi 4 P.ssa Jolanda";"4650 m2 x Distribuzione impianti idronici e sottocentrali";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Norme Tecniche";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"06";"MECCANICI";"^Via Sassi 4 P.ssa Jolanda";"1 x Condizionatori tipo split/VRV/carrellabili";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"06";"MECCANICI";"^Via Sassi 4 P.ssa Jolanda";" ripresa x Canali di distribuzione";"";"";"";"";"";"";"";"";"";" serrande";"";"";"Annuale";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"06";"MECCANICI";"^Via Sassi 4 P.ssa Jolanda";"4650 m2 x Distribuzione idrico sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"D.Lgs 31/01";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"06";"MECCANICI";"^Via Sassi 4 P.ssa Jolanda";"10 x Prove della legionella della rete idrico-sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"06";"EDILE";"^Via Sassi 4 P.ssa Jolanda";"1 x Cancelli e sbarre motorizzati";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"D.Lgs 81/08";"";"CodC: 81.1 | CodD: G1.01 | REALE";"REALE";""
"06";"EDILE";"^Via Sassi 4 P.ssa Jolanda";"1 x Porte automatiche e portoni sezionali";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"D.Lgs 81/08";"";"CodC: 81.1 | CodD: G1.01 | REALE";"REALE";""
"07";"ANTINCENDIO";"V.le Jenner 44";"3 x Estintori";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 9994-1";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"07";"ANTINCENDIO";"V.le Jenner 44";"4 x Porte Tagliafuoco / REI";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"DM 10/03/98";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"07";"ANTINCENDIO";"V.le Jenner 44";"295 m2 x Rilevazione Fumi";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 11224";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"07";"ANTINCENDIO";"V.le Jenner 44";"295 m2 x Illum. Emergenza";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI EN 1838";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"07";"ELETTRICI";"V.le Jenner 44";"295 m2 x Quadri e Distribuzione";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"CEI 64-8";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"07";"ELETTRICI";"V.le Jenner 44";"295 m2 x Impianto Terra / Scariche";"";"";"";"";"";"";"";"X";"";"Biennale";"";"";"DPR 462/01";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"07";"ELEVATORI";"V.le Jenner 44";"1 x Elevatori (1-5 piani)";"";"";"";"X";"";"";"";"";"";"Mensile / Semestrale";"";"";"DPR 162/99";"";"CodC: 72.1 | CodD: F1.01 | REALE";"REALE";""
"07";"MECCANICI";"V.le Jenner 44";"1 x Caldaie (36-350 kW)";"";"";"";"X";"";"";"";"";"";"Mensile/Trimestrale";"";"";"DPR 74/13";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"07";"MECCANICI";"V.le Jenner 44";"1 x Addolcitori";"";"X";"";"";"";"";"";"";"";"Settimanale/Mensile";"";"";"DM 25/12";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"07";"MECCANICI";"V.le Jenner 44";"295 m2 x Distribuzione impianti idronici e sottocentrali";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Norme Tecniche";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"07";"MECCANICI";"V.le Jenner 44";"1 x Condizionatori tipo split/VRV/carrellabili";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"07";"MECCANICI";"V.le Jenner 44";" ripresa x Canali di distribuzione";"";"";"";"";"";"";"";"";"";" serrande";"";"";"Annuale";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"07";"MECCANICI";"V.le Jenner 44";"295 m2 x Distribuzione idrico sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"D.Lgs 31/01";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"07";"MECCANICI";"V.le Jenner 44";"3 x Prove della legionella della rete idrico-sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"07";"EDILE";"V.le Jenner 44";"1 x Cancelli e sbarre motorizzati";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"D.Lgs 81/08";"";"CodC: 81.1 | CodD: G1.01 | REALE";"REALE";""
"08";"ANTINCENDIO";"Via Livigno 3";"11 x Estintori";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 9994-1";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"08";"ANTINCENDIO";"Via Livigno 3";"446 m2 x Rilevazione Fumi";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI 11224";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"08";"ANTINCENDIO";"Via Livigno 3";"446 m2 x Illum. Emergenza";"";"";"";"";"";"X";"";"";"";"Semestrale";"";"";"UNI EN 1838";"";"CodC: 45.1 | CodD: C4 | REALE";"REALE";""
"08";"ELETTRICI";"Via Livigno 3";"446 m2 x Quadri e Distribuzione";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"CEI 64-8";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"08";"ELETTRICI";"Via Livigno 3";"446 m2 x Impianto Terra / Scariche";"";"";"";"";"";"";"";"X";"";"Biennale";"";"";"DPR 462/01";"";"CodC: 45.2 | CodD: C5 | REALE";"REALE";""
"08";"ELEVATORI";"Via Livigno 3";"1 x Elevatori (1-5 piani)";"";"";"";"X";"";"";"";"";"";"Mensile / Semestrale";"";"";"DPR 162/99";"";"CodC: 72.1 | CodD: F1.01 | REALE";"REALE";""
"08";"MECCANICI";"Via Livigno 3";"3 x Caldaie (36-350 kW)";"";"";"";"X";"";"";"";"";"";"Mensile/Trimestrale";"";"";"DPR 74/13";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"08";"MECCANICI";"Via Livigno 3";"1 x Pompe Sollevamento";"";"";"";"X";"";"";"";"";"";"Mensile";"";"";"D.Lgs 81/08";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"08";"MECCANICI";"Via Livigno 3";"446 m2 x Distribuzione impianti idronici e sottocentrali";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Norme Tecniche";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"08";"MECCANICI";"Via Livigno 3";"1 x Condizionatori tipo split/VRV/carrellabili";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"08";"MECCANICI";"Via Livigno 3";" ripresa x Canali di distribuzione";"";"";"";"";"";"";"";"";"";" serrande";"";"";"Annuale";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"08";"MECCANICI";"Via Livigno 3";"446 m2 x Distribuzione idrico sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"D.Lgs 31/01";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
"08";"MECCANICI";"Via Livigno 3";"3 x Prove della legionella della rete idrico-sanitaria";"";"";"";"";"";"";"X";"";"";"Annuale";"";"";"Linee Guida";"";"CodC: 1.2 | CodD: B.01 | REALE";"REALE";""
