"CODICE";"CATEGORIA";"SOTTOCATEGORIA";"OPERAZIONE";"FREQ_DESCRIZIONE";"NORMATIVA";"COLONNA_C";"COLONNA_D";"QUANTITA";"NOTE"
"XX";"HVAC";"V.le Jenner 44";"1 n.ro U.T.A. x Unità di Trattamento Aria con filtro assoluto";"Periodica";"Normativa vigente";"20.1";"B.08 - B.13 - B.15";"1";"REALE"
"08";"HVAC";"Via Livigno 3";"1 n.ro U.T.A. x Unità di Trattamento Aria con filtro assoluto";"Periodica";"Normativa vigente";"20.1";"B.08 - B.13 - B.15";"1";"REALE"
"09";"HVAC";"Via Calvairate 1";"- n.ro U.T.A. x Unità di Trattamento Aria con filtro assoluto";"Periodica";"Normativa vigente";"20.1";"B.08 - B.13 - B.15";"-";"REALE"
"10";"HVAC";"Via Polesine 6";"- n.ro U.T.A. x Unità di Trattamento Aria con filtro assoluto";"Periodica";"Normativa vigente";"20.1";"B.08 - B.13 - B.15";"-";"REALE"
"11b";"HVAC";"Via Adriano 99 e 107";"- n.ro U.T.A. x Unità di Trattamento Aria con filtro assoluto";"Periodica";"Normativa vigente";"20.1";"B.08 - B.13 - B.15";"-";"REALE"
"12";"HVAC";"POT Bollate";"- n.ro U.T.A. x Unità di Trattamento Aria con filtro assoluto";"Periodica";"Normativa vigente";"20.1";"B.08 - B.13 - B.15";"-";"REALE"
"XX";"HVAC";"Legnano";"- n.ro U.T.A. x Unità di Trattamento Aria con filtro assoluto";"Periodica";"Normativa vigente";"20.1";"B.08 - B.13 - B.15";"-";"REALE"
"14";"HVAC";"viale Piceno 60";"- n.ro U.T.A. x Unità di Trattamento Aria con filtro assoluto";"Periodica";"Normativa vigente";"20.1";"B.08 - B.13 - B.15";"-";"REALE"
"15";"HVAC";"via Clericetti 22";"ND n.ro U.T.A. x Unità di Trattamento Aria con filtro assoluto";"Periodica";"Normativa vigente";"20.1";"B.08 - B.13 - B.15";"ND";"REALE"
"16";"HVAC";"via Don Bosco 14";"ND n.ro U.T.A. x Unità di Trattamento Aria con filtro assoluto";"Periodica";"Normativa vigente";"20.1";"B.08 - B.13 - B.15";"ND";"REALE"
"17";"HVAC";"via Fantoli 7";"- n.ro U.T.A. x Unità di Trattamento Aria con filtro assoluto";"Periodica";"Normativa vigente";"20.1";"B.08 - B.13 - B.15";"-";"REALE"
"XX";"HVAC";"Via A. Doria 52";" serrande e bocchette e relativi locali tecnici  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";" serrande e bocchette e relativi locali tecnici";"REALE"
"02";"HVAC";"Via Don Orione 2";"m2 superficie lorda climatizzata (presenti ricambi d'aria)  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"m2 superficie lorda climatizzata (presenti ricambi d'aria)";"REALE"
"03";"HVAC";"Via Farini 9";"3  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"3";"REALE"
"04";"HVAC";"Via Rugabella 4/6";"715  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"715";"REALE"
"XX";"HVAC";"Via A. Sassi 4";"2  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"2";"REALE"
"05";"HVAC";"Via Sassi 4 P.ssa Jolanda";"412  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"412";"REALE"
"XX";"HVAC";"V.le Jenner 44";"2  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"2";"REALE"
"08";"HVAC";"Via Livigno 3";"410  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"410";"REALE"
"09";"HVAC";"Via Calvairate 1";"3  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"3";"REALE"
"10";"HVAC";"Via Polesine 6";"312  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"312";"REALE"
"11b";"HVAC";"Via Adriano 99 e 107";"-  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"-";"REALE"
"12";"HVAC";"POT Bollate";"4  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"4";"REALE"
"XX";"HVAC";"Legnano";"650  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"650";"REALE"
"14";"HVAC";"viale Piceno 60";"295  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"295";"REALE"
"15";"HVAC";"via Clericetti 22";"446  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"446";"REALE"
"16";"HVAC";"via Don Bosco 14";"-  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"-";"REALE"
"17";"HVAC";"via Fantoli 7";"-  ripresa x Canali di distribuzione";"Periodica";"Normativa vigente";"2.1";"B.01 - B.08.04/ 05/06 - B.09 - B.10 - B.11";"-";"REALE"
"XX";"Elettrico";"Via A. Doria 52";" ecc.  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";" ecc.";"REALE"
"02";"Elettrico";"Via Don Orione 2";"m2 superficie lorda  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"m2 superficie lorda";"REALE"
"03";"Elettrico";"Via Farini 9";"4  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"4";"REALE"
"04";"Elettrico";"Via Rugabella 4/6";"075  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"075";"REALE"
"XX";"Elettrico";"Via A. Sassi 4";"2  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"2";"REALE"
"05";"Elettrico";"Via Sassi 4 P.ssa Jolanda";"967  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"967";"REALE"
"XX";"Elettrico";"V.le Jenner 44";"5  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"5";"REALE"
"08";"Elettrico";"Via Livigno 3";"958  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"958";"REALE"
"09";"Elettrico";"Via Calvairate 1";"4  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"4";"REALE"
"10";"Elettrico";"Via Polesine 6";"088  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"088";"REALE"
"11b";"Elettrico";"Via Adriano 99 e 107";"523  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"523";"REALE"
"12";"Elettrico";"POT Bollate";"4  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"4";"REALE"
"XX";"Elettrico";"Legnano";"650  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"650";"REALE"
"14";"Elettrico";"viale Piceno 60";"295  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"295";"REALE"
"15";"Elettrico";"via Clericetti 22";"446  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"446";"REALE"
"16";"Elettrico";"via Don Bosco 14";"106  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"106";"REALE"
"17";"Elettrico";"via Fantoli 7";"82  quadri x Distribuzione elettrica";"Periodica";"Normativa vigente";"30.1";"C2 - C6";"82";"REALE"
"XX";"Elettrico";"Via A. Doria 52";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"02";"Elettrico";"Via Don Orione 2";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"03";"Elettrico";"Via Farini 9";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"04";"Elettrico";"Via Rugabella 4/6";"1 n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"1";"REALE"
"XX";"Elettrico";"Via A. Sassi 4";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"05";"Elettrico";"Via Sassi 4 P.ssa Jolanda";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"XX";"Elettrico";"V.le Jenner 44";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"08";"Elettrico";"Via Livigno 3";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"09";"Elettrico";"Via Calvairate 1";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"10";"Elettrico";"Via Polesine 6";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"11b";"Elettrico";"Via Adriano 99 e 107";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"12";"Elettrico";"POT Bollate";"ND n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"ND";"REALE"
"XX";"Elettrico";"Legnano";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"14";"Elettrico";"viale Piceno 60";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"15";"Elettrico";"via Clericetti 22";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"16";"Elettrico";"via Don Bosco 14";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"17";"Elettrico";"via Fantoli 7";"- n.ro rifasatori x Rifasatori";"Periodica";"Normativa vigente";"40.1";"C4.02";"-";"REALE"
"XX";"Elettrico";"Via A. Doria 52";"43 n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"43";"REALE"
"02";"Elettrico";"Via Don Orione 2";"23 n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"23";"REALE"
"03";"Elettrico";"Via Farini 9";"32 n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"32";"REALE"
"04";"Elettrico";"Via Rugabella 4/6";"22 n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"22";"REALE"
"XX";"Elettrico";"Via A. Sassi 4";"8 n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"8";"REALE"
"05";"Elettrico";"Via Sassi 4 P.ssa Jolanda";"34 n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"34";"REALE"
"XX";"Elettrico";"V.le Jenner 44";"- n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"-";"REALE"
"08";"Elettrico";"Via Livigno 3";"- n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"-";"REALE"
"09";"Elettrico";"Via Calvairate 1";"2 n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"2";"REALE"
"10";"Elettrico";"Via Polesine 6";"1 n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"1";"REALE"
"11b";"Elettrico";"Via Adriano 99 e 107";"- n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"-";"REALE"
"12";"Elettrico";"POT Bollate";"5 n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"5";"REALE"
"XX";"Elettrico";"Legnano";"- n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"-";"REALE"
"14";"Elettrico";"viale Piceno 60";"- n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"-";"REALE"
"15";"Elettrico";"via Clericetti 22";"9 n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"9";"REALE"
"16";"Elettrico";"via Don Bosco 14";"4 n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"4";"REALE"
"17";"Elettrico";"via Fantoli 7";"11 n.ro locali gruppo 1 e 2 x Verifiche locali uso medico";"Periodica";"Normativa vigente";"45.2";"C5";"11";"REALE"
"XX";"Elettrico";"Via A. Doria 52";"4 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"4";"REALE"
"02";"Elettrico";"Via Don Orione 2";"075 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"075";"REALE"
"03";"Elettrico";"Via Farini 9";"2 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"2";"REALE"
"04";"Elettrico";"Via Rugabella 4/6";"967 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"967";"REALE"
"XX";"Elettrico";"Via A. Sassi 4";"5 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"5";"REALE"
"05";"Elettrico";"Via Sassi 4 P.ssa Jolanda";"958 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"958";"REALE"
"XX";"Elettrico";"V.le Jenner 44";"4 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"4";"REALE"
"08";"Elettrico";"Via Livigno 3";"088 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"088";"REALE"
"09";"Elettrico";"Via Calvairate 1";"523 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"523";"REALE"
"10";"Elettrico";"Via Polesine 6";"4 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"4";"REALE"
"11b";"Elettrico";"Via Adriano 99 e 107";"650 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"650";"REALE"
"12";"Elettrico";"POT Bollate";"295 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"295";"REALE"
"XX";"Elettrico";"Legnano";"446 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"446";"REALE"
"14";"Elettrico";"viale Piceno 60";"106 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"106";"REALE"
"15";"Elettrico";"via Clericetti 22";"82 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"82";"REALE"
"16";"Elettrico";"via Don Bosco 14";"- m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"-";"REALE"
"17";"Elettrico";"via Fantoli 7";"1 m2 superficie lorda x Verifiche impianti di terra e protezione scariche atmosferiche";"Periodica";"Normativa vigente";"45.1";"C5";"1";"REALE"
"XX";"Idrico";"Via A. Doria 52";"1 n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"1";"REALE"
"02";"Idrico";"Via Don Orione 2";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"03";"Idrico";"Via Farini 9";"1 n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"1";"REALE"
"04";"Idrico";"Via Rugabella 4/6";"1 n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"1";"REALE"
"XX";"Idrico";"Via A. Sassi 4";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"05";"Idrico";"Via Sassi 4 P.ssa Jolanda";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"XX";"Idrico";"V.le Jenner 44";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"08";"Idrico";"Via Livigno 3";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"09";"Idrico";"Via Calvairate 1";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"10";"Idrico";"Via Polesine 6";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"11b";"Idrico";"Via Adriano 99 e 107";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"12";"Idrico";"POT Bollate";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"XX";"Idrico";"Legnano";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"14";"Idrico";"viale Piceno 60";"ND n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"ND";"REALE"
"15";"Idrico";"via Clericetti 22";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"16";"Idrico";"via Don Bosco 14";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"17";"Idrico";"via Fantoli 7";"- n.ro vasche x Centrali idriche";"Periodica";"Normativa vigente";"49.1";"D2.01- D2.02";"-";"REALE"
"XX";"Idrico";"Via A. Doria 52";"1 n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"1";"REALE"
"02";"Idrico";"Via Don Orione 2";"1 n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"1";"REALE"
"03";"Idrico";"Via Farini 9";"1 n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"1";"REALE"
"04";"Idrico";"Via Rugabella 4/6";"2 n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"2";"REALE"
"XX";"Idrico";"Via A. Sassi 4";"- n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"-";"REALE"
"05";"Idrico";"Via Sassi 4 P.ssa Jolanda";"- n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"-";"REALE"
"XX";"Idrico";"V.le Jenner 44";"1 n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"1";"REALE"
"08";"Idrico";"Via Livigno 3";"- n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"-";"REALE"
"09";"Idrico";"Via Calvairate 1";"- n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"-";"REALE"
"10";"Idrico";"Via Polesine 6";"- n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"-";"REALE"
"11b";"Idrico";"Via Adriano 99 e 107";"- n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"-";"REALE"
"12";"Idrico";"POT Bollate";"- n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"-";"REALE"
"XX";"Idrico";"Legnano";"- n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"-";"REALE"
"14";"Idrico";"viale Piceno 60";"ND n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"ND";"REALE"
"15";"Idrico";"via Clericetti 22";"ND n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"ND";"REALE"
"16";"Idrico";"via Don Bosco 14";"ND n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"ND";"REALE"
"17";"Idrico";"via Fantoli 7";"- n.ro addolcitori x Impianti addolcimento";"Periodica";"Normativa vigente";"50.1";"D2.02";"-";"REALE"
"XX";"Idrico";"Via A. Doria 52";"4 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"4";"REALE"
"02";"Idrico";"Via Don Orione 2";"075 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"075";"REALE"
"03";"Idrico";"Via Farini 9";"2 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"2";"REALE"
"04";"Idrico";"Via Rugabella 4/6";"967 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"967";"REALE"
"XX";"Idrico";"Via A. Sassi 4";"5 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"5";"REALE"
"05";"Idrico";"Via Sassi 4 P.ssa Jolanda";"958 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"958";"REALE"
"XX";"Idrico";"V.le Jenner 44";"4 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"4";"REALE"
"08";"Idrico";"Via Livigno 3";"088 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"088";"REALE"
"09";"Idrico";"Via Calvairate 1";"523 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"523";"REALE"
"10";"Idrico";"Via Polesine 6";"4 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"4";"REALE"
"11b";"Idrico";"Via Adriano 99 e 107";"650 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"650";"REALE"
"12";"Idrico";"POT Bollate";"295 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"295";"REALE"
"XX";"Idrico";"Legnano";"446 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"446";"REALE"
"14";"Idrico";"viale Piceno 60";"106 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"106";"REALE"
"15";"Idrico";"via Clericetti 22";"82 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"82";"REALE"
"16";"Idrico";"via Don Bosco 14";"- m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"-";"REALE"
"17";"Idrico";"via Fantoli 7";"1 m2 superficie lorda x Distribuzione idrico sanitaria";"Periodica";"Normativa vigente";"51.1";"D2.03 - D2.04";"1";"REALE"
"XX";"Idrico";"Via A. Doria 52";"1 n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"1";"REALE"
"02";"Idrico";"Via Don Orione 2";"1 n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"1";"REALE"
"03";"Idrico";"Via Farini 9";"1 n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"1";"REALE"
"04";"Idrico";"Via Rugabella 4/6";"1 n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"1";"REALE"
"XX";"Idrico";"Via A. Sassi 4";"1 n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"1";"REALE"
"05";"Idrico";"Via Sassi 4 P.ssa Jolanda";"- n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"-";"REALE"
"XX";"Idrico";"V.le Jenner 44";"- n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"-";"REALE"
"08";"Idrico";"Via Livigno 3";"- n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"-";"REALE"
"09";"Idrico";"Via Calvairate 1";"- n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"-";"REALE"
"10";"Idrico";"Via Polesine 6";"- n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"-";"REALE"
"11b";"Idrico";"Via Adriano 99 e 107";"- n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"-";"REALE"
"12";"Idrico";"POT Bollate";"- n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"-";"REALE"
"XX";"Idrico";"Legnano";"- n.ro impianti produttori biossido di cloro x Apparecchiature controllo legionellosi";"Periodica";"Normativa vigente";"52.1";"D3.01";"-";"REALE"
