CODICE;SOTTOCATEGORIA;CATEGORIA;OPERAZIONE;QUANTITA;FREQ_DESCRIZIONE;NORMATIVA;COLONNA_C;COLONNA_D;NOTE
XX;ANTINCENDIO;Estintori;6;Via Adriano;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;0;Via Adriano;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;0;Via Adriano;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;575 m2;Via Adriano;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;575 m2;Via Adriano;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;0;Via Adriano;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;575 m2;Via Adriano;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);0;Via Adriano;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;0;Via Adriano;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;Via Adriano;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);0;Via Adriano;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;Via Adriano;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;Via Adriano;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);0;Via Adriano;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;Via Adriano;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;Via Adriano;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);0;Via Adriano;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;Via Adriano;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;Via Adriano;Settimanale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Pompe Sollevamento;0;Via Adriano;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;0;Via Adriano;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;Via Adriano;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;Via Adriano;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;0;Via Adriano;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;Via Adriano;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;0;Via Adriano;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;Via Adriano;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;Via Adriano;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;ANTINCENDIO;Estintori;6;POT Bollate;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;6;POT Bollate;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;1;POT Bollate;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;1831 m2;POT Bollate;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;1831 m2;POT Bollate;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;1;POT Bollate;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;1831 m2;POT Bollate;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);5;POT Bollate;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;1831 m2;POT Bollate;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;POT Bollate;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);0;POT Bollate;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;POT Bollate;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;POT Bollate;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);0;POT Bollate;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;POT Bollate;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;POT Bollate;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);26;POT Bollate;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;POT Bollate;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;POT Bollate;Settimanale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Pompe Sollevamento;0;POT Bollate;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;1831 m2;POT Bollate;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;POT Bollate;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;POT Bollate;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;1831 m2;POT Bollate;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;POT Bollate;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;2;POT Bollate;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;POT Bollate;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;POT Bollate;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;ANTINCENDIO;Estintori;21;Legnano;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;0;Legnano;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;0;Legnano;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;4855 m2;Legnano;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;4855 m2;Legnano;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;0;Legnano;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;4855 m2;Legnano;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);0;Legnano;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;0;Legnano;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;Legnano;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);0;Legnano;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;Legnano;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;Legnano;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);0;Legnano;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;Legnano;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;Legnano;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);0;Legnano;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;Legnano;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;Legnano;Settimanale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Pompe Sollevamento;0;Legnano;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;0;Legnano;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;Legnano;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;Legnano;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;0;Legnano;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;Legnano;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;0;Legnano;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;Legnano;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;Legnano;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;ANTINCENDIO;Estintori;40;viale Piceno 60;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;0;viale Piceno 60;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;1;viale Piceno 60;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;1095 m2;viale Piceno 60;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;1095 m2;viale Piceno 60;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;0;viale Piceno 60;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;1095 m2;viale Piceno 60;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);0;viale Piceno 60;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;1095 m2;viale Piceno 60;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;viale Piceno 60;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);2;viale Piceno 60;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;viale Piceno 60;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;viale Piceno 60;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);0;viale Piceno 60;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;viale Piceno 60;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;viale Piceno 60;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);0;viale Piceno 60;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;viale Piceno 60;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;viale Piceno 60;Settimanale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Pompe Sollevamento;1;viale Piceno 60;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;1095 m2;viale Piceno 60;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;viale Piceno 60;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;viale Piceno 60;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;1095 m2;viale Piceno 60;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;viale Piceno 60;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;2;viale Piceno 60;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;viale Piceno 60;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;viale Piceno 60;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;ANTINCENDIO;Estintori;7;via Clericetti 22;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;8;via Clericetti 22;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;0;via Clericetti 22;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;564 m2;via Clericetti 22;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;564 m2;via Clericetti 22;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;0;via Clericetti 22;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;564 m2;via Clericetti 22;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);0;via Clericetti 22;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;564 m2;via Clericetti 22;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;via Clericetti 22;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);0;via Clericetti 22;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;via Clericetti 22;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;via Clericetti 22;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);0;via Clericetti 22;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;via Clericetti 22;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;via Clericetti 22;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);0;via Clericetti 22;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;via Clericetti 22;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;via Clericetti 22;Settimanale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Pompe Sollevamento;0;via Clericetti 22;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;564 m2;via Clericetti 22;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;via Clericetti 22;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;via Clericetti 22;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;564 m2;via Clericetti 22;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;via Clericetti 22;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;2;via Clericetti 22;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;via Clericetti 22;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;via Clericetti 22;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;ANTINCENDIO;Estintori;4;via Don Bosco 14;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;3;via Don Bosco 14;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;0;via Don Bosco 14;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;311 m2;via Don Bosco 14;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;311 m2;via Don Bosco 14;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;0;via Don Bosco 14;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;311 m2;via Don Bosco 14;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);0;via Don Bosco 14;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;311 m2;via Don Bosco 14;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;via Don Bosco 14;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);0;via Don Bosco 14;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;via Don Bosco 14;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;via Don Bosco 14;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);1;via Don Bosco 14;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;via Don Bosco 14;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;via Don Bosco 14;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);0;via Don Bosco 14;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;via Don Bosco 14;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;via Don Bosco 14;Settimanale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Pompe Sollevamento;0;via Don Bosco 14;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;311 m2;via Don Bosco 14;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;via Don Bosco 14;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;via Don Bosco 14;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;311 m2;via Don Bosco 14;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;via Don Bosco 14;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;2;via Don Bosco 14;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;via Don Bosco 14;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;via Don Bosco 14;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;ANTINCENDIO;Estintori;9;via Fantoli 7 Poliamb.;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;11;via Fantoli 7 Poliamb.;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;2;via Fantoli 7 Poliamb.;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;1154 m2;via Fantoli 7 Poliamb.;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;1154 m2;via Fantoli 7 Poliamb.;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;0;via Fantoli 7 Poliamb.;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;1154 m2;via Fantoli 7 Poliamb.;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);11;via Fantoli 7 Poliamb.;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;1154 m2;via Fantoli 7 Poliamb.;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;via Fantoli 7 Poliamb.;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);0;via Fantoli 7 Poliamb.;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;via Fantoli 7 Poliamb.;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;via Fantoli 7 Poliamb.;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);0;via Fantoli 7 Poliamb.;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;via Fantoli 7 Poliamb.;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;via Fantoli 7 Poliamb.;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);0;via Fantoli 7 Poliamb.;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;via Fantoli 7 Poliamb.;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;via Fantoli 7 Poliamb.;Settimanale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Pompe Sollevamento;0;via Fantoli 7 Poliamb.;Mensile;D.Lgs 81/08;TBD;TBD;REALE
XX;MECCANICI;Distribuzione impianti idronici e sottocentrali;1154 m2;via Fantoli 7 Poliamb.;Annuale;Norme Tecniche;TBD;TBD;REALE
XX;MECCANICI;Ventilconvettori;0;via Fantoli 7 Poliamb.;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Condizionatori tipo split/VRV/carrellabili;0;via Fantoli 7 Poliamb.;Annuale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Canali di distribuzione; ripresa; serrande;0;Annuale;TBD;TBD;REALE
XX;MECCANICI;Distribuzione idrico sanitaria;1154 m2;via Fantoli 7 Poliamb.;Annuale;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Centrali idriche (Vasche);0;via Fantoli 7 Poliamb.;Mensile;D.Lgs 31/01;TBD;TBD;REALE
XX;MECCANICI;Prove della legionella della rete idrico-sanitaria;2;via Fantoli 7 Poliamb.;Annuale;Linee Guida;TBD;TBD;REALE
XX;EDILE;Cancelli e sbarre motorizzati;0;via Fantoli 7 Poliamb.;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;EDILE;Porte automatiche e portoni sezionali;0;via Fantoli 7 Poliamb.;Semestrale;D.Lgs 81/08;TBD;TBD;REALE
XX;ANTINCENDIO;Estintori;2;via Monte Palombino 4;Semestrale;UNI 9994-1;TBD;TBD;REALE
XX;ANTINCENDIO;Porte Tagliafuoco / REI;2;via Monte Palombino 4;Semestrale;DM 10/03/98;TBD;TBD;REALE
XX;ANTINCENDIO;Idranti / Naspi;0;via Monte Palombino 4;Semestrale;UNI 10779;TBD;TBD;REALE
XX;ANTINCENDIO;Rilevazione Fumi;109 m2;via Monte Palombino 4;Semestrale;UNI 11224;TBD;TBD;REALE
XX;ANTINCENDIO;Illum. Emergenza;109 m2;via Monte Palombino 4;Semestrale;UNI EN 1838;TBD;TBD;REALE
XX;ANTINCENDIO;Centrale Pressurizzazione;0;via Monte Palombino 4;Settimanale / Mensile;UNI EN 12845;TBD;TBD;REALE
XX;ELETTRICI;Quadri e Distribuzione;109 m2;via Monte Palombino 4;Annuale;CEI 64-8;TBD;TBD;REALE
XX;ELETTRICI;Locali Uso Medico (G1/G2);3;via Monte Palombino 4;Annuale/Semestrale;CEI 64-8/7-710;TBD;TBD;REALE
XX;ELETTRICI;Impianto Terra / Scariche;109 m2;via Monte Palombino 4;Biennale;DPR 462/01;TBD;TBD;REALE
XX;ELETTRICI;Rifasatori;0;via Monte Palombino 4;Semestrale;Norme CEI;TBD;TBD;REALE
XX;ELEVATORI;Elevatori (1-5 piani);0;via Monte Palombino 4;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Elevatori (6-10 piani);0;via Monte Palombino 4;Mensile / Semestrale;DPR 162/99;72.1;F1.01;REALE
XX;ELEVATORI;Servoscala;0;via Monte Palombino 4;Semestrale;DPR 162/99;TBD;TBD;REALE
XX;MECCANICI;Caldaie (36-350 kW);0;via Monte Palombino 4;Mensile/Trimestrale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Caldaie (>350 kW);0;via Monte Palombino 4;Settimanale;DPR 74/13;TBD;TBD;REALE
XX;MECCANICI;Gruppi Frigo / Chiller;0;via Monte Palombino 4;Mensile / Trimestrale;Reg. (UE) 517;TBD;TBD;REALE
XX;MECCANICI;UTA (Trattamento Aria);0;via Monte Palombino 4;Trimestrale;Linee Guida;TBD;TBD;REALE
XX;MECCANICI;Addolcitori;0;via Monte Palombino 4;Settimanale/Mensile;DM 25/12;TBD;TBD;REALE
XX;MECCANICI;Produttori Biossido Cloro;0;via Monte Palombino 4;Settimanale;Linee Guida;TBD;TBD;REALE
